0,chr1: 0~128Mb,chr1: 128~249Mb,chr2: 0~128Mb,chr2: 128~243Mb,chr3: 0~128Mb,chr3: 128~197Mb,chr4: 0~128Mb,chr4: 128~190Mb,chr5: 0~128Mb,chr5: 128~180Mb,chr6: 0~128Mb,chr6: 128~170Mb,chr7: 0~128Mb,chr7: 128~159Mb,chr8: 0~128Mb,chr8: 128~146Mb,chr9: 0~128Mb,chr9: 128~141Mb,chr10: 0~128Mb,chr10: 128~135Mb,chr11: 0~128Mb,chr11: 128~134Mb,chr12: 0~128Mb,chr12: 128~133Mb,chr13: 0~115Mb,chr14: 0~107Mb,chr15: 0~102Mb,chr16: 0~90Mb,chr17: 0~81Mb,chr18: 0~78Mb,chr19: 0~59Mb,chr20: 0~62Mb,chr21: 0~48Mb,chr22: 0~51Mb
1190,0.0033,0.0025,0.0033,0.003,0.0031,0.0017,0.0018,0.0007,0.0024,0.0014,0.0039,0.0016,0.0027,0.0008,0.0022,0.0006,0.003,0.0003,0.0023,0.0002,0.0029,0.0002,0.0031,0.0001,0.0023,0.0021,0.0018,0.0029,0.0031,0.0021,0.0012,0.0014,0.0008,0.0011
4957,0.0093,0.0045,0.0104,0.0099,0.0088,0.0049,0.0058,0.0019,0.0063,0.0023,0.0055,0.0024,0.0083,0.0022,0.0057,0.0007,0.0063,0.0004,0.005,0.0012,0.0032,0.0002,0.006999999999999999,0.0002,0.0032,0.0033,0.0034,0.0052,0.0055,0.0035,0.0029,0.0031,0.0011,0.0019
20453,0.0021735,0.0018176,0.003662,0.0028206,0.0041507,0.0015977,0.0036571,0.0014974,0.0016541000000000001,0.0011231,0.0033138000000000004,0.0015907999999999999,0.0022028000000000004,8.1131e-06,0.0023439,-0.00021124,0.0025846,0.00053253,0.004174499999999999,-3.5465e-05,0.0033515999999999997,-2.4648e-06,0.0019909000000000003,0.00045747,0.002084,0.0018500999999999997,0.00097901,0.0020363,0.0020694000000000003,0.0016021000000000002,0.001541,0.001663,0.00088112,0.0013407
3710,0.0025,0.0003,0.0037,0.0046,0.0044,0.0013,0.0006,-0.001,0.0009,-0.0004,0.0038,0.0016,0.0011,0.0008,0.0022,0.0013,0.0013,-0.0014,0.0015,0.0001,0.0052,0.0005,0.0019,-0.0005,0.0002,0.0018,0.0044,0.0048,0.0019,0.0034,0.002,0.0053,-0.0004,0.0022
20128,0.0021,0.0017,0.0051,0.0028,0.001,0.0024,0.0021,0.001,0.0017,0.0014,0.0028,0.0006,0.0036,0.0006,0.0018,0.0007,0.0029,0.0006,0.004,-0.0003,0.0038,0.0002,0.0017,0.0002,0.0025,0.0012,0.0013,0.0029,0.0023,0.0029,0.0016,0.0022,0.001,0.0017
1980,0.0048159,0.0032419000000000003,0.004079800000000001,0.0049247,0.005227399999999999,0.0020539,0.0036098,0.0014815,0.0038726,0.0024229,0.0037409999999999995,0.0013528,0.005268,0.0013902,0.006554099999999999,0.00086349,0.0042286,0.0006545,0.0040433,0.00032842,0.0051049,0.00083945,0.0041513,7.8866e-05,0.0038778,0.002391,0.0025524999999999996,0.0044326999999999995,0.0031881,0.0033667000000000002,0.0017692999999999997,0.0021744,0.00084896,0.0014477000000000001
1518,0.0027,0.0024,0.0033,0.0035,0.0033,0.0015,0.0021,0.0012,0.0021,0.0015,0.003,0.0009,0.0026,0.0008,0.002,0.0004,0.003,0.0005,0.0019,0.0005,0.0027,0.0002,0.0028,0.0002,0.0016,0.0019,0.0025,0.0027,0.0022,0.0027,0.0015,0.0012,0.0005,0.0011
4548,0.0027104,0.0024299,0.0018919,0.0024206999999999996,0.002303,0.0018941,0.0019168,0.00089454,0.0030675999999999998,0.0011274000000000002,0.0026034,0.00092495,0.0020399999999999997,0.00020484,0.0023741,0.00075236,0.0036154000000000004,-5.838e-05,0.003321,8.0785e-05,0.0042264,0.00042802,0.0018664,-5.6253999999999994e-05,0.0025555,0.0024093000000000005,0.00099527,0.004255600000000001,0.0031146,0.0015698,0.0015249,0.0012808,0.00048297,0.0003597
20160,0.0042,0.0031,0.0054,0.0046,0.0062,0.0026,0.0035,0.002,0.003,0.0022,0.0044,0.0011,0.0045,0.0011,0.004,0.0009,0.004,0.0009,0.0049,0.0003,0.0058,0.0006,0.0039,0.0004,0.0032,0.0031,0.0031,0.004,0.0027,0.0033,0.0013,0.0025,0.0007,0.001
20479,0.0027041,0.0012005999999999998,0.0040733,0.0024081999999999997,0.0035228,0.00084813,0.0029429,0.0012928,0.0025639,0.0019366,0.0027439,0.00037618,0.0039975,0.0009288,0.0011939,0.00055501,0.0024031999999999994,-1.6469999999999999e-06,0.0018643000000000002,0.00046833,0.0031644000000000004,0.00027292,0.001294,0.00019352,0.0015939,0.0016328,0.0016623,0.0022151,0.0015722000000000002,0.0024635,0.0015042,0.001169,0.0014484,0.0010135
6177_1,0.0089521,0.0027566999999999995,0.006640000000000001,0.0026715999999999997,0.0037593,0.0036333,0.0031918000000000003,0.00082646,0.0035818000000000004,0.0023734999999999997,0.0044881999999999995,0.0040194,0.005093199999999999,0.00029663,0.0055103999999999995,0.00089986,0.004148,0.0011147,0.0017387000000000001,-3.2715e-05,0.0068517,0.00064817,0.0039957000000000005,-6.6765e-05,0.0023615,0.0022723,0.0033092,0.0045562,0.0052508,0.0031136,0.010176000000000001,0.0045348,0.00062258,0.00060473
5983_irnt,0.00020954,0.0026028,0.0026690999999999998,0.0031854,0.0027212,0.0013552999999999998,0.0019791,0.00065539,0.0023956,5.5622e-05,0.0092324,0.0023515999999999997,0.0012247,0.00043529,0.00075523,0.00091476,0.0018687,2.4783000000000003e-05,0.0043593,-2.2605e-06,0.00068636,0.00041065,0.004193,-0.00060231,-0.0026975000000000002,0.0022721,0.0019412,0.0037687,0.0030715,0.00081264,0.0023023,0.0029125,-0.0017230999999999998,0.0025497
22506_113,0.0046,0.0036,0.0069,0.006999999999999999,0.0084,0.0028,0.0041,0.0005,0.0018,0.0005,0.0028,0.0016,0.0014,0.0005,0.0062,0.0006,0.0037,0.0003,0.0039,-0.0002,0.0055,0.0002,0.0048,0.0001,0.0032,0.0025,0.0036,0.0036,0.001,0.0011,0.0021,0.0014,0.0004,0.0003
2237,0.0025552,0.0019561,0.0027079,0.003423,0.0030241,0.0016820999999999997,0.0023704,0.0012326,0.0022405999999999997,0.0011939,0.002687,0.00096487,0.0022135,0.00043899,0.0023141999999999998,0.00066569,0.0025109999999999998,0.0003593,0.0026643,0.00032062,0.0028123,0.00038104,0.00227,-7.7993e-05,0.0012002,0.0020142,0.0019955,0.002625,0.0020859000000000003,0.0011258,0.0012345999999999998,0.0012015999999999997,0.00091988,0.001068
3606,0.0035843000000000003,0.005667899999999999,0.011637,0.0064662999999999995,0.006392,0.0030196,0.0029811,-0.00029562,0.0029236,0.0022695999999999997,0.0071726,0.00076948,0.0065988,0.00046531,0.0067280000000000005,0.0015209000000000002,0.007375399999999999,-3.9497e-05,0.005079,0.00027505,0.0063721,-0.00090472,0.0050295,-0.0010949999999999998,0.0037416,0.0054042000000000005,0.004181399999999999,0.0033279000000000004,0.0044993,-0.0004445,0.0024171,0.0035544000000000005,0.0012775,0.0028190999999999997
1050,0.0035709,0.0016756,0.0030087,0.0029195999999999996,0.0025916,0.0012454,0.0021058000000000006,0.001307,0.0020689,0.0015164999999999998,0.0030686,0.00075384,0.0026905,0.00054098,0.0021263000000000002,0.00076411,0.0028856,0.00030339,0.002117,0.00020245,0.0032054,0.00035692,0.0025458000000000004,-2.7408000000000003e-05,0.0018899000000000001,0.002059,0.0014158,0.0025834,0.0016844000000000002,0.0017287,0.00099397,0.0014255000000000001,0.0005063,0.001478
2217_irnt,0.0024178,0.0024715,0.0030764,0.0031951999999999996,0.0033686999999999996,0.001216,0.002062,0.0010834000000000002,0.0018375999999999998,0.0010229,0.0028245,0.0007546,0.0026555999999999997,0.00020542,0.0023348,-1.6283e-05,0.0018155,0.00049449,0.0027226999999999998,7.0384e-05,0.0031774999999999998,0.00053698,0.0027208,0.00016240000000000002,0.0019922,0.0013072000000000001,0.0017907,0.0026173000000000004,0.0029109,0.0013664000000000003,0.0011539000000000002,0.0013664000000000003,0.00098049,0.00089286
20459,0.0012,0.001,0.0041,0.0017,0.0036,0.0011,0.0019,0.0005,0.0008,0.0026,0.0029,0.0013,0.0022,0.0005,0.0027,0.0005,0.003,0.0003,0.0026,0.0006,0.0021,-0.0002,0.0036,0.0002,0.002,0.0029,0.0013,0.0036,0.0022,0.0012,0.0018,0.0014,0.0006,0.0005
30530_irnt,0.0027,0.002,0.0032,0.0024,0.0022,0.0011,0.0015,0.0011,0.0016,0.0017,0.0033,0.0009,0.0027,0.0007,0.0023,0.0003,0.0023,0.0006,0.0028,0.0003,0.0031,0.0001,0.0023,0.0002,0.0021,0.0026,0.0012,0.0021,0.0023,0.0018,0.002,0.0016,0.0004,0.0009
1160,0.0027,0.0019,0.0032,0.0023,0.0024,0.0017,0.0025,0.0008,0.002,0.0016,0.003,0.0008,0.0023,0.0006,0.0026,0.0005,0.0016,0.0002,0.0024,0.0001,0.0032,0.0003,0.0021,0.0001,0.002,0.0021,0.0015,0.0029,0.002,0.0015,0.0012,0.001,0.0004,0.0009
1170,0.0031302,0.0023133000000000003,0.0033435,0.0017514,0.0024718000000000006,0.0012704,0.0018069000000000002,0.00092237,0.0017663,0.0014073,0.0029919,0.0011277000000000001,0.0027142,0.0007980999999999999,0.0022756,0.00041530000000000007,0.0023416,0.00038871,0.0019973,-1.2436e-05,0.0029656,0.00020314,0.0025874,0.00013211,0.0019237000000000002,0.0026230999999999997,0.0013815,0.0025118000000000002,0.0020951,0.0017122,0.0016296,0.00098074,0.00067728,0.00077758
6152_100,0.0048277,0.0046949,0.0067255,0.0039342,0.004321,0.0023783000000000003,0.0048442,0.00015226,0.005350199999999999,0.0032838,0.0040528,0.0020912,0.0038509,0.00054869,0.0019825,0.00088787,0.0047406,0.00099653,0.0040948,-9.5471e-06,0.0058333,0.00049582,0.005208399999999999,1.9253e-05,0.0031217,0.0018300999999999999,0.0030461,0.0031974,0.0050873,0.0018414000000000002,0.003658,0.0026784,0.0012259,0.001656
1960,0.0038421999999999996,0.0024105999999999997,0.0042725,0.004716399999999999,0.0041248000000000005,0.0022619,0.0036661000000000003,0.0014925999999999997,0.0037726999999999995,0.0019641,0.003626,0.00084869,0.0041637,0.00075287,0.0049247,0.00079105,0.0039996,0.00034598,0.0040845,0.00018154,0.0044903,0.00048451,0.0035650999999999994,5.1175e-05,0.0030099,0.0029238000000000003,0.0027443000000000003,0.0042585,0.0029608,0.0026408,0.0020069000000000003,0.0017721,0.0007456,0.0013847999999999998
20441,0.0049661,0.0033169000000000002,0.0057878,0.00265,0.0033049999999999998,0.0013052,0.004952399999999999,0.0018868,0.0031218000000000005,0.0030315999999999997,0.0042146,0.0019297000000000001,0.006136600000000001,0.00088935,0.0026044,0.0010144,0.0020926,-0.000213,0.0051917000000000005,9.7871e-05,0.002,0.0006001,0.0039051000000000003,0.00025642,0.0027262,0.0037306999999999996,0.0017547,0.0035033,0.0024349,0.0030523000000000004,0.0010102,0.0017867,-0.00024052,0.002049
20417,0.0046,-0.0011,0.0092,0.0028,0.0046,0.0037,0.0035,0.0039,0.0045,0.0042,0.0097,0.0027,0.0035,-0.0012,-0.0012,0.0011,0.001,0.0023,0.0033,0.0012,0.0005,0.0017,0.0033,-0.0004,0.0011,0.0026,-0.0001,0.0026,0.008,0.0017,0.0043,0.0029,0.0002,0.0046
1920,0.0042724,0.0025489,0.0027805,0.0039459000000000004,0.0041994,0.0014708,0.0030802,0.0016307000000000001,0.0034882,0.0018748,0.0034165,0.0014704,0.0042868,0.00088797,0.0043097000000000005,0.0010822000000000002,0.004352600000000001,0.00071977,0.0032681999999999993,0.00020464,0.0042999,0.0006059,0.0039434,4.2701e-05,0.0033801,0.0029928,0.0026353,0.0046356999999999995,0.0022398,0.0038498000000000004,0.001336,0.0018036999999999999,0.00053954,0.0017170999999999998
22126,0.0029,0.0023,0.0089,0.0038,0.0038,0.0017,0.0075,-0.0008,0.0085,0.0024,0.0033,0.0017,0.0045,0.0019,0.0005,0.0017,0.0062,0.0015,0.0035,-0.0009,0.0034,0.0012,0.0062,0.0018,0.0049,0.0032,0.004,0.0037,0.0051,0.0017,0.0037,0.0034,0.0006,0.0031
6152_9,0.0053738,0.0053578,0.0072896,0.0050663999999999995,0.0040399,0.0021548,0.0059705,8.117399999999999e-05,0.0058242,0.0034202,0.0041293,0.0022719000000000003,0.0042848999999999995,0.00095513,0.0014947,0.0012418,0.005608,0.00072665,0.0043658,1.9302e-05,0.0052952,0.00079339,0.0056044,-6.7157e-05,0.0029721,0.0027451999999999997,0.0030353999999999997,0.0038921999999999997,0.0046092,0.0020552,0.003674,0.003167,0.00093869,0.0022590999999999996
137,0.0022,0.0022,0.0028,0.0022,0.0023,0.0012,0.0019,0.0007,0.0015,0.0014,0.0035,0.0009,0.0022,0.0008,0.002,0.0002,0.0024,0.0005,0.0019,0.0002,0.0027,0.0001,0.0028,0.0002,0.0021,0.0018,0.0017,0.0026,0.002,0.0018,0.0016,0.0012,0.0005,0.0006
1757,0.0025312,0.0019152000000000001,0.002282,0.002788,0.002846,0.0008058,0.0019084,0.0009013,0.0021008000000000003,0.00066159,0.0037726999999999995,0.00098916,0.0019808,0.00041415,0.0019709,0.00050388,0.0023834,0.0004811,0.0019595,4.81e-06,0.0023485,5.154100000000001e-05,0.002113,0.0001082,0.0013076,0.0018625999999999998,0.0020879,0.0019823,0.0019759,0.001459,0.0010492000000000001,0.0018424,0.00060172,0.00066293
2644,0.0024987,0.0024300999999999997,0.0052031,0.0052093999999999994,0.0046329,0.0017194000000000003,0.0027331,0.0021436999999999997,0.0017817999999999998,0.001073,0.0024882,0.00071647,0.0051276,0.0010095,0.00099636,0.0010552,0.0044807,0.00041639,0.0037579999999999996,0.00033059,0.0050209,-0.00026943,0.0036615000000000003,-4.4565e-05,0.0039355,0.004200100000000001,0.0053565,0.0048471,0.0025104,0.0013944,0.00094692,0.0016214000000000003,0.00088886,0.00036316
1940,0.0046008,0.0030570999999999997,0.0048613,0.0039879,0.004712399999999999,0.0013584,0.0032881,0.0015470999999999998,0.0036391999999999996,0.0016958,0.0040163,0.0014087,0.0043506,0.0007543999999999999,0.0066741,0.0010284,0.0039484,0.00029328,0.0039361,4.9254e-05,0.005243899999999999,0.00053245,0.0033973,0.0004919,0.0032906999999999997,0.0032770000000000004,0.0023456999999999996,0.0040311,0.0029452,0.004075,0.0017404,0.0019472,0.00046416,0.0016855999999999998
6153_100,0.0050597,0.0044618999999999995,0.0051749,0.0040749,0.0031811,0.0026874000000000004,0.0027398,0.00097276,0.0024733,0.0031824,0.005599100000000001,0.0019012999999999999,0.0032260999999999995,0.0014932,0.0049253,0.0013392,0.0015322,0.00059864,0.0037174,-0.00013545,0.006045,-0.00015678,0.0046029,1.0661e-06,0.0017407,0.00080108,0.0027715,0.0045696999999999995,0.0034686,0.0013173,0.0033174999999999997,0.0033204000000000003,0.00117,0.00049336
5119_irnt,0.0034890999999999998,0.0031503,0.0019813,0.0033828000000000005,0.0031086,0.0011455,0.0034208,0.0011646,0.0026215999999999995,0.00068754,0.0016725000000000002,0.0023340999999999995,0.0019142,0.000373,0.0018166,0.00035617,0.00087353,0.00098525,0.0030328000000000004,0.00015722,0.0028442,8.6503e-05,0.00039961,-0.00040382,0.0011356,0.0011437,0.0013229000000000001,0.0019968,0.0036184,0.00055113,0.00016891,0.00073216,0.00086896,0.0012762000000000001
30510_irnt,0.0032,0.0022,0.0023,0.002,0.002,0.0009,0.002,0.0008,0.0019,0.0013,0.0025,0.0011,0.0029,0.0006,0.0019,0.0004,0.0021,0.0004,0.0024,0.0003,0.0019,0.0002,0.002,0.0003,0.0019,0.0021,0.0022,0.0017,0.0018,0.0016,0.0018,0.0016,0.0003,0.0011
1970,0.0042,0.0034,0.0032,0.0044,0.0054,0.002,0.0031,0.0021,0.0029,0.002,0.0042,0.0014,0.0048,0.0012,0.0056,0.0006,0.0045,0.0005,0.0043,0.0004,0.0044,0.0007,0.0043,0.0002,0.0031,0.004,0.0037,0.005,0.004,0.0029,0.0028,0.0027,0.0005,0.0015
2867_irnt,0.00085897,0.0026322,0.0018189,0.0041266,0.0044297,0.0021742,0.0025941999999999996,0.0022936,0.0013544,0.0014421,0.0020063,0.0010086000000000001,0.0025524000000000002,3.876e-05,0.00078837,0.00030788,0.0014489000000000001,0.00074947,0.00085664,0.00045626,0.0020074000000000003,8.785499999999999e-06,0.002252,-0.00014858,0.0021159000000000004,0.00045754,0.0013269,0.0037449,0.0022611999999999997,0.0009704000000000001,1.2072e-05,0.0026420000000000003,0.00026618,0.00061645
1200,0.0023191999999999996,0.0018636,0.0028071999999999997,0.0022344,0.0025419,0.0011374,0.0019038,0.00070129,0.0018687999999999999,0.00085095,0.0024203000000000002,0.00042497,0.0025218000000000003,0.00049222,0.0024018,0.00034669,0.0020408,0.00040508,0.0025846,8.9365e-05,0.002078,0.00020481,0.0022209,0.00031688,0.0023381,0.0012864,0.0016093,0.002238,0.0020005,0.0016612999999999999,0.0010702,0.0013284,0.00040318,0.00062284
2385,0.0029574000000000002,0.0021548,0.0016671,0.0025935,0.0021347,0.00023802,0.002134,0.000376,0.00083712,0.0018974,0.0035064,0.0005535000000000001,0.0024481,0.00070735,0.0018424,0.00060944,0.0025745,0.00048958,0.0027559999999999998,0.00015106,0.0027578000000000004,-3.9484000000000003e-05,0.002775,0.00018115,0.00027992,0.00090787,0.0019851,0.0020927,0.0028669,0.0012511,0.0015803,0.0023350000000000003,0.0006812000000000001,0.00085963
20499,0.0056918,0.0037189999999999996,0.005831,0.002392,0.0035004,0.0014902000000000001,0.0034842,0.0010749000000000002,0.003843,0.0022007,0.004405699999999999,0.0013797,0.0033068000000000004,0.00015246,0.0022953,0.00090836,0.0039282,0.00027452,0.0033924,-9.3446e-06,0.0032059,0.00084259,0.0025284,0.0006656,0.0022747,0.0037736,0.002356,0.0033554,0.0015089,0.0035679,0.0012752,0.0021421,0.00035456,0.0014789999999999998
4526,0.0020410999999999997,0.0023228999999999997,0.0022983,0.0020137999999999996,0.0026376,0.0012425999999999997,0.0012593,0.0012469000000000002,0.0022662,0.00025590000000000004,0.0018555999999999998,0.0014995,0.0024995,0.0006293,0.0015653,0.00049012,0.0023688000000000003,-6.2209e-05,0.0022976999999999997,0.00023898,0.0020507,2.7356e-05,0.0012565999999999999,-1.4000999999999999e-05,0.0019307000000000003,0.0015345,0.0017265,0.0036894,0.0028114999999999998,0.0022025,0.0013177,0.0012196,0.00015956,0.00053893
20536_0,0.0042678,0.0034311,0.004829,0.0022815,0.004099800000000001,0.0029535,0.0034678000000000005,0.0020032,0.00097905,0.0031024,0.0022321999999999997,0.0021232,0.005935899999999999,0.0012218,0.0040753,-0.00028046,0.0019636,0.0013627000000000001,0.0021151,0.0012837999999999999,0.000425,-0.00014425,0.004824800000000001,-0.00026211,0.0024528,0.00037883,0.0039262,0.004348100000000001,0.0019219999999999999,0.004220300000000001,0.0044934,0.0010667,2.7514e-05,0.0021199
5104_irnt,0.0029555,0.0019887999999999998,0.0019116,0.0012818,0.00047262,0.00059596,0.0018461999999999999,0.00032972,3.6762e-05,0.00051437,0.0035248000000000007,0.00092677,0.004164,0.001009,0.0029838,0.00066007,0.00054379,-0.00062093,0.0039732,-0.00055394,0.0030025,5.2978999999999995e-05,0.0028112,-0.00053291,0.0022946999999999998,0.0013413000000000001,0.0029259,0.0014287,0.0027474,0.00085016,0.00062207,0.0024586,-0.00058581,0.001092
2000,0.0042,0.0022,0.004,0.0032,0.0037,0.0016,0.0025,0.0016,0.0034,0.0026,0.0033,0.0012,0.0028,0.0007,0.0047,0.0007,0.0032,0.0007,0.0026,0.0006,0.0049,0.0004,0.0031,0.0002,0.003,0.0021,0.0022,0.0028,0.0029,0.0025,0.0015,0.002,0.0006,0.0014
4968,0.006,0.0009,0.0067,0.0071,0.0073,0.0016,0.0031,0.002,0.0064,0.0008,0.0055,0.0016,0.0038,0.0028,0.0042,0.0011,0.0039,-0.0005,0.0037,0.0003,0.0062,0.0001,0.0092,-0.0004,0.0049,0.0045,0.0011,0.0075,0.0024,0.0032,0.0025,0.0031,0.001,0.001
4598,0.006045,0.0030101999999999998,0.0036449,0.0036902000000000003,0.0053651,0.0015632999999999999,0.0021265,9.02e-05,0.0037551000000000004,0.0013304999999999999,0.0035674,0.0022697,0.0027156,0.00076249,0.0028129,0.00040271,0.0012085999999999998,0.00047125,0.0023554,0.00036231,0.0023095,0.00035906,0.0033375999999999996,-0.00023049,0.0027575,0.0030510999999999997,0.002721,0.0039926,0.0031609000000000003,0.003908099999999999,0.0015513,0.0017134000000000001,0.00061676,0.0023287
135,0.0027600999999999997,0.0021016999999999997,0.0026466,0.0019248000000000002,0.0016632,0.0016998,0.0019218,0.00047153,0.0017637,0.0011726,0.0031071,0.00080686,0.0016137,0.00028808,0.0023190000000000003,0.00012015,0.0015213,0.00010655,0.0012450999999999999,-8.6367e-06,0.0028566999999999998,8.447799999999999e-05,0.0022085,-1.3644e-05,0.0021341999999999997,0.00074762,0.00093235,0.0025449,0.0022311999999999996,0.0016409000000000003,0.0014564,0.0020410999999999997,0.00017632,0.00093411
22146_irnt,0.0019765,0.0017017,0.0044824,0.0013212,0.0019187000000000002,0.0041383,0.0082361,0.0016635999999999999,0.0016332,0.00074174,-0.0036282,0.0035090000000000004,-0.0040438,0.0019729,0.0025545000000000003,0.00090711,0.003242,-0.00041276,0.0017355,-0.0017549,0.0033231000000000003,0.0016756,0.006022,0.0021079999999999996,0.0030425,8.1404e-05,0.0022888,0.0015007,0.0011022,0.00038364,0.00067761,-0.00080944,-0.00042605,-0.00094727
1950,0.0046,0.0021,0.0025,0.0034,0.0029,0.0018,0.0026,0.0016,0.003,0.002,0.0032,0.0018,0.0032,0.0008,0.0047,0.0009,0.0046,0.0008,0.0023,0.0003,0.0042,0.0007,0.0034,0.0003,0.003,0.0028,0.0024,0.0026,0.0033,0.0025,0.0017,0.0013,0.0005,0.0014
2090,0.0051,0.003,0.0039,0.0036,0.0043,0.0013,0.0026,0.0015,0.003,0.002,0.0043,0.0011,0.0035,0.0008,0.0034,0.0006,0.0035,0.0006,0.0033,0.0003,0.0045,0.0004,0.0025,0.0003,0.0034,0.0028,0.0018,0.0038,0.0017,0.0033,0.0016,0.0018,0.0002,0.0013
20416,0.0025,0.0018,0.0023,0.0025,0.0019,0.0007,0.003,0.0018,0.0017,0.0011,0.0015,0.0002,0.0017,0.0002,0.0012,0.0007,0.0022,0.0003,0.002,0.0004,0.0035,0.0002,0.0018,0.0002,0.0011,0.0018,0.0015,0.0026,0.0035,0.0005,0.0006,0.0014,0.0005,0.0007
20500,0.0035,0.0037,0.0033,0.0036,0.0045,0.0019,0.0027,0.0015,0.0029,0.0015,0.0046,0.0013,0.0061,0.0005,0.0023,0.0008,0.003,-0.0001,0.0043,0.0001,0.0032,0.0004,0.0035,-0.0001,0.0035,0.003,0.001,0.0034,0.001,0.003,0.002,0.0014,-0.0003,0.0021
4570,0.0024008000000000002,0.0016982,0.0036449,0.002199,0.0033853999999999998,0.0011030999999999999,0.0025077,0.0010469000000000001,0.001927,0.0010986,0.0015089,0.00043158,0.0013582000000000002,0.00032389,0.0015855,0.00041008,0.0019244,0.00033377,0.0020889,-6.984e-05,0.0021576,9.3447e-05,0.001675,5.5626000000000006e-05,0.0014318,0.00075627,0.00017035,0.0026951,0.0020422,0.0016500999999999998,0.0013868,0.0016195,0.0010993,0.0005474
20488,0.0018528,0.0010859,0.0018128,0.0027813000000000004,0.0027355,0.0013859999999999999,0.0023136999999999997,0.00056235,0.0026268,0.00083007,0.0016612999999999999,0.00051551,0.0034167,0.00029677,0.001525,0.00023303,0.0025071,0.00017814,0.0017534000000000002,2.8256e-05,0.0025471,8.2603e-05,0.0022969,3.6053e-05,0.0014625,0.0008923999999999999,0.0015573,0.0018747,0.0018153,0.0013955,7.1294e-05,0.00068719,0.00066038,0.0011911
4440,0.0079773,0.0014925999999999997,0.0039585,0.005425,0.0031779,0.00013329,0.0012368000000000001,1.9552e-06,0.0010025000000000001,-0.00016405,0.0022531999999999995,0.0034107,-0.0012999,0.00084606,0.0028618000000000003,0.00086188,-0.0014689,0.00021526,0.0061905,6.1033e-05,0.0006072,-0.00084391,0.0013643,0.00013932,0.00069762,-0.00059653,0.00078287,-0.00018003,0.0027544,0.0022911999999999997,0.0024913,0.0023338,-0.0029945999999999996,-0.0014175999999999998
20420_irnt,0.0027,0.0043,0.0013,0.0021,0.0017,-0.0005,0.0004,-0.0016,0.0014,0.0019,0.0004,0.0014,0.0032,0.0012,0.0056,0.0012,0.0011,0.0008,0.0038,-0.0017,0.0018,-0.0003,0.0024,0.0003,-0.0009,0.0003,0.0023,0.0014,0.0023,0.0005,0.0039,0.0008,-0.0008,0.0026
1930,0.0039053000000000004,0.0026427,0.0033503,0.0042575,0.0039623,0.0016032,0.0023599,0.0016965,0.00293,0.0013537,0.0034043,0.00087523,0.003975800000000001,0.00046054,0.0042868,0.00078675,0.0033366999999999997,0.00028405,0.0032366,0.00037373,0.0035146,0.00040465,0.0033354999999999995,0.00015135,0.0027074,0.0025828,0.002031,0.0026238000000000004,0.0023673,0.0031683,0.00096596,0.0012356,3.9174e-05,0.0012408
2316,0.0037310000000000004,0.0031035,0.0053214,0.0033481,0.0050808,0.0024254999999999997,0.003346,0.00077987,0.0036451,0.0033799,0.0051407,0.0017207999999999998,0.0037883,0.00058114,0.0044413000000000005,0.00094753,0.0050033000000000005,0.00089269,0.005265,0.00037429,0.0043168,0.00024064,0.0032869,-4.0872e-05,0.0030468000000000005,0.0029829,0.0031434,0.0035525999999999995,0.0038958,0.002547,0.0026412,0.0020746,0.0014815999999999998,0.0014131999999999999
6033_irnt,0.0002,0.0026,0.0017,0.0025,0.0033,0.0016,0.0016,0.0009,0.0015,-0.001,0.0066,0.0013,0.0017,0.0003,0.0021,0.0004,0.0011,0.0002,0.0048,0.0004,0.0005,0.0007,0.0021,-0.0004,-0.0026,0.0015,0.0004,0.0034,0.0031,0.0004,0.0014,0.0022,-0.0014,0.0014
20425,0.0026,0.003,0.0051,0.0026,0.0029,0.0027,0.0018,0.0024,0.0054,0.0007,0.0046,0.0005,0.0066,0.0007,0.0046,0.0008,0.0037,0.0009,0.0031,-0.0006,0.004,0.001,0.0022,-0.0006,0.0035,0.0011,0.0037,0.0035,0.0015,0.0023,0.0016,0.0026,0.0017,0.0012
2080,0.0022,0.0016,0.0023,0.0017,0.0023,0.0009,0.0017,0.0004,0.0019,0.0014,0.0017,0.0008,0.0022,0.0004,0.0021,0.0005,0.0021,0.0004,0.0019,0.0002,0.0024,0.0003,0.0022,0.0003,0.0019,0.0021,0.0012,0.002,0.0019,0.0021,0.0007,0.0012,0.0003,0.0008
1100,0.0021191999999999995,0.0015514,0.0026923000000000003,0.0018036999999999999,0.0028646,0.00084213,0.0020273,0.0011768,0.0015642000000000002,0.0010011,0.0027741999999999997,0.00061899,0.0021475,0.00034439,0.0022636999999999996,0.00041826,0.0017364000000000001,0.00025529999999999997,0.0022822,0.00016089,0.0015849,9.156e-05,0.0019945999999999996,0.00011831,0.001407,0.0013433,0.0012127000000000001,0.0014775,0.0015525,0.0015977,0.00088239,0.00076493,0.0007006,0.00083168
