0,chr1: 0~64Mb,chr1: 64~128Mb,chr1: 128~192Mb,chr1: 192~249Mb,chr2: 0~64Mb,chr2: 64~128Mb,chr2: 128~192Mb,chr2: 192~243Mb,chr3: 0~64Mb,chr3: 64~128Mb,chr3: 128~192Mb,chr3: 192~197Mb,chr4: 0~64Mb,chr4: 64~128Mb,chr4: 128~190Mb,chr5: 0~64Mb,chr5: 64~128Mb,chr5: 128~180Mb,chr6: 0~64Mb,chr6: 64~128Mb,chr6: 128~170Mb,chr7: 0~64Mb,chr7: 64~128Mb,chr7: 128~159Mb,chr8: 0~64Mb,chr8: 64~128Mb,chr8: 128~146Mb,chr9: 0~64Mb,chr9: 64~128Mb,chr9: 128~141Mb,chr10: 0~64Mb,chr10: 64~128Mb,chr10: 128~135Mb,chr11: 0~64Mb,chr11: 64~128Mb,chr11: 128~134Mb,chr12: 0~64Mb,chr12: 64~128Mb,chr12: 128~133Mb,chr13: 0~64Mb,chr13: 64~115Mb,chr14: 0~64Mb,chr14: 64~107Mb,chr15: 0~64Mb,chr15: 64~102Mb,chr16: 0~64Mb,chr16: 64~90Mb,chr17: 0~64Mb,chr17: 64~81Mb,chr18: 0~64Mb,chr18: 64~78Mb,chr19: 0~59Mb,chr20: 0~62Mb,chr21: 0~48Mb,chr22: 0~51Mb
2217_irnt,0.001539,0.00094514,0.0010316,0.0014671,0.002199,0.00092542,0.0019666,0.0012235999999999998,0.0021260000000000003,0.00131,0.0010764000000000001,0.00016561,0.0011219000000000001,0.00097165,0.0011,0.001016,0.00085279,0.0010369,0.0020155999999999998,0.0010184,0.00076833,0.0013851,0.0012905999999999998,0.00021517,0.0016124000000000002,0.00076216,-9.6743e-06,0.00034827,0.0014725,0.00049772,0.0010355,0.0016925,7.4167e-05,0.0016461,0.0015612,0.00054024,0.0013964000000000001,0.001355,0.00016599,0.00089769,0.0011202,0.00074299,0.00058428,0.0011039,0.00070513,0.0020039999999999997,0.00065106,0.0013914,0.0016444000000000003,0.0011962,0.00018580000000000002,0.0011743,0.0013864,0.00099278,0.00090573
20459,0.000611,0.0005517,0.00050328,0.00053978,0.0032649000000000003,0.00097887,0.0010151,0.00064451,0.0016899,0.0018944000000000003,0.0011024000000000001,-6.473899999999999e-05,0.00077402,0.0010917,0.00051807,-7.5108e-05,0.00083609,0.0026330999999999998,0.0023011999999999998,0.00092854,0.0012732999999999998,0.0012366,0.00094006,0.00045643,0.0017587,0.00093742,0.0005131000000000001,0.00077392,0.0021756999999999996,0.00027921,0.0011548,0.0014804,0.00055757,0.00096066,0.0011894,-0.00017302,0.0018221000000000001,0.0017635,0.00020644,0.00077679,0.0011852,0.0012755999999999998,0.0016750999999999997,0.0007012,0.00065315,0.0022321,0.0013709000000000002,0.0015499,0.00072312,0.0010984000000000002,3.9316999999999996e-05,0.0017607,0.0014142000000000002,0.00062437,0.00054178
30530_irnt,0.0013189999999999999,0.0014197,0.00091985,0.0010485999999999998,0.0020901,0.0011734000000000002,0.0011136,0.0013014,0.0011773,0.0010706,0.0010121000000000002,3.4734e-05,0.00096594,0.00059529,0.0010859,0.00067675,0.00096659,0.001702,0.0022409,0.0012477,0.00095073,0.0011262,0.0015477,0.00067953,0.0014867,0.00084687,0.000273,0.00096802,0.0013219000000000002,0.00057203,0.0014474,0.0013417,0.00026268,0.0015175999999999998,0.0016027,0.00013641,0.0011465,0.0011959000000000002,0.00017435,0.00094384,0.0011199,0.0012686,0.0013402999999999998,0.00064166,0.00051402,0.0013333,0.00076071,0.0015389000000000002,0.0008075,0.0015442,0.00027802,0.0019631,0.0015829000000000001,0.00038689,0.00095266
1160,0.0013943,0.0012944,0.00082915,0.0011116,0.0021599,0.0010917,0.0014585000000000002,0.00084508,0.0011073,0.0012289999999999998,0.0015902000000000002,7.194100000000001e-05,0.0015142,0.0010499,0.00079855,0.00069936,0.0013224,0.0016101,0.0016876999999999999,0.0013005,0.00076035,0.00094664,0.0013437999999999998,0.00056139,0.0019099,0.00074182,0.00051368,0.0010187000000000002,0.00064127,0.00021453,0.00087091,0.0014820999999999999,0.00014458,0.0014885,0.0016866,0.00026894,0.0010956,0.00095702,0.00012846,0.00092182,0.0011237,0.00074892,0.0013775,0.0006137,0.00084886,0.0023109000000000003,0.00064174,0.0015724,0.00043479,0.0012415999999999998,0.00026667,0.0012276,0.00098707,0.00043551,0.00086789
1170,0.0020046,0.0011924000000000001,0.00092005,0.0014130999999999998,0.0019632,0.0014026,0.0008816000000000001,0.00089667,0.0016437000000000001,0.00087985,0.0011967,7.3133e-05,0.00087989,0.00093923,0.00093317,0.0010827,0.00071295,0.0014172,0.0021219,0.0010732,0.0011370999999999998,0.0013371,0.0013828,0.00080459,0.0011799000000000002,0.0011120999999999998,0.00041939,0.0011724,0.0011932,0.00039236,0.00092079,0.0010892999999999999,-9.8701e-06,0.0014550999999999998,0.0015234000000000003,0.00020522,0.0014535,0.0011615,0.00013454,0.00081049,0.0011304,0.0010774,0.0015737,0.00040461,0.00099795,0.0019546,0.00058495,0.0017314,0.00036193,0.0015677,0.00014868,0.0016434000000000002,0.00099422,0.00068551,0.00078626
6152_100,0.0037584000000000003,0.001235,0.0033853999999999998,0.0012887999999999999,0.0023154,0.004388800000000001,0.001336,0.0027065,0.0021106,0.0022135,0.0020879,0.00031445,0.0029514,0.0019495,0.00016427,0.0022039,0.0031267,0.0032906,0.0024825,0.0016815,0.0020998,0.0030941,0.00084218,0.00055536,0.00087918,0.0011144,0.00089156,0.0027457,0.0020425,0.0010016,0.0026934000000000003,0.001459,-6.8992e-06,0.0015351,0.0041737,0.00049604,0.0026835,0.0025458000000000004,2.1527e-05,0.0011702,0.0019673,0.00036721,0.0015000999999999999,0.0012265999999999998,0.0018390999999999998,0.0028048,0.00042780000000000004,0.0042009,0.00086116,0.0018374000000000003,1.4187e-06,0.0036711,0.0026912,0.0012337,0.0016642
1960,0.0021525,0.0017226,0.0010782,0.0013407999999999998,0.0025761,0.0017155,0.0020873000000000003,0.0027023000000000004,0.0019436,0.0021684,0.0021695,6.1689e-05,0.0026039,0.0011417,0.0015017000000000001,0.0019136,0.0018673,0.0019695,0.0018311,0.0017356,0.00085378,0.0021889,0.0019759,0.00075673,0.0029827,0.001962,0.00079383,0.0014810000000000001,0.0025133000000000004,0.00034681,0.0014585999999999998,0.0025929000000000004,0.00018287,0.0020250999999999997,0.0024511999999999997,0.00048545,0.0016393,0.0019285999999999997,5.257e-05,0.00080404,0.0022153000000000003,0.0010264,0.0019295000000000002,0.0015,0.0012519,0.0028945999999999998,0.0013821,0.0021875999999999996,0.0007851,0.002384,0.00024921,0.0020151,0.0017800999999999997,0.00075052,0.0013899000000000001
20441,0.0030542,0.0020001999999999997,0.0020477,0.0011467,0.0031896,0.0025870999999999997,0.0015044000000000001,0.0011225,0.0014711,0.0017667000000000002,0.00085198,0.00060737,0.002933,0.0020746,0.0018846,0.00064551,0.0023915,0.0030245999999999997,0.0025072,0.0017812000000000001,0.0019268,0.0032235999999999996,0.0028765,0.00088702,0.0011799000000000002,0.0014065,0.0010126,0.0015049000000000002,0.00058569,-0.00021138,0.0019614999999999997,0.0031998,9.6691e-05,0.0015321,0.00040881,0.00060008,0.0010811,0.0028611,0.00025539,0.00058694,0.0021424,0.0011309,0.0026972,0.0011565,0.00057,0.0029646,0.00059448,0.0022954,-1.9492e-05,0.0027665,0.00021909,0.0010059,0.0017823000000000001,-0.00024339,0.0020461
20417,0.00023389,0.0039423,-0.0014106,0.0005823,0.0030116999999999995,0.005878,0.00087837,0.0021686,0.0042099,0.00089997,0.0032429000000000004,0.00049715,0.0049115,-0.00079063,0.0039672,-5.0566000000000003e-05,0.0044162,0.004209,0.0039086,0.0052485,0.0027386,0.0023043000000000004,0.0013029,-0.00123,-0.00057356,-0.00057281,0.0010629,0.0022581,-0.0013307,0.0022897,0.0014425,0.0018632000000000002,0.0011913,-0.0010452,0.0023338,0.0017078,0.0031678,-5.8855e-05,-0.00039614,0.0013616,-0.00029135,0.0020285,0.00046327,5.1541999999999995e-05,-0.00014634,0.001991,0.00067826,0.0062698,0.001584,0.0017471,-7.8919e-05,0.004370000000000001,0.0029031999999999994,0.00022711,0.004620399999999999
1920,0.0020651999999999997,0.0022035999999999996,0.00097723,0.0015889,0.0017826,0.0010213,0.0017897000000000002,0.0022174,0.0025502,0.0016989000000000001,0.0012507,0.00025016,0.0022546999999999997,0.00090426,0.0016412,0.001523,0.0019589000000000004,0.0018805999999999996,0.0017277999999999998,0.0016362000000000002,0.0014767,0.0021063,0.0021715999999999997,0.00089266,0.0027424,0.0015936,0.0010857000000000002,0.0022225,0.0021555999999999997,0.00072302,0.0016344999999999999,0.0016442,0.00020654,0.0018089000000000002,0.0024701999999999997,0.00060698,0.0017471,0.002198,4.4411000000000006e-05,0.0012669,0.0021255,0.0013032999999999999,0.0017129,0.0010992,0.0015534000000000001,0.0027223000000000004,0.0019232,0.0018077000000000002,0.00042781,0.0036061,0.00022208,0.0013460999999999998,0.0018135999999999998,0.00054559,0.0017234000000000001
22126,0.0031501,0.00010746,0.0019425,0.00022257,0.0035756,0.0051824,0.00055773,0.003669,0.00047400000000000003,0.0029791,0.001213,0.00063321,0.004911100000000001,0.0028233,-0.00074023,0.005037699999999999,0.0035521,0.0024309,0.0020078,0.001431,0.0016886,0.0033790999999999995,0.0013032,0.0019142,-0.00057574,0.0010925999999999998,0.0017535999999999997,0.0021341,0.0040566000000000005,0.0014597000000000002,0.0022763,0.0012795,-0.00088313,0.00023169999999999997,0.0033491999999999997,0.0012125999999999999,0.0037075000000000003,0.0024572,0.0018262,0.0022169,0.0027451,0.00067501,0.0026395,0.002259,0.0017155999999999999,0.003619,0.00022621,0.0041643,0.00083627,0.001732,-1.4025e-05,0.0037691,0.0033789000000000002,0.0006068,0.0030927
6152_9,0.004036199999999999,0.0015252,0.0037876,0.0015535,0.003235,0.0040647,0.0018538,0.0033558,0.0020616999999999996,0.0020064,0.0018582000000000002,0.00034178,0.003894,0.0021848,0.00010455,0.0030549,0.0028055999999999997,0.0034376999999999997,0.0028293000000000003,0.0015481,0.0022890000000000002,0.0030371,0.0013318,0.00096767,0.00062587,0.0008977999999999999,0.0012493,0.002601,0.0030444,0.00073293,0.0026625999999999998,0.0017682000000000002,2.4278e-05,0.0011505,0.0040338,0.00079545,0.0028234,0.0028169000000000002,-6.269899999999999e-05,0.0011799000000000002,0.0018239999999999999,0.00091255,0.001884,0.0013007,0.0017679000000000002,0.0032845999999999995,0.0006616,0.0037657,0.00083942,0.0019330999999999999,0.00013548,0.0036996999999999998,0.0031921,0.00095402,0.0022752
137,0.0011,0.0012,0.001,0.0012,0.0017,0.0011,0.0012,0.001,0.0012,0.001,0.001,0.0001,0.001,0.0009,0.0007,0.0005,0.001,0.0014,0.0025,0.0012,0.0009,0.0012,0.001,0.0008,0.001,0.0009,0.0002,0.0009,0.0015,0.0005,0.001,0.001,0.0002,0.0011,0.0015,0.0002,0.0013,0.0015,0.0002,0.0008,0.0012,0.0006,0.0012,0.0006,0.0011,0.0015,0.001,0.0016,0.0004,0.0016,0.0002,0.0016,0.0013,0.0005,0.0006
1757,0.0014288,0.0011427,0.00086132,0.0010744,0.0016614000000000002,0.00066147,0.0013681,0.0014644999999999999,0.0013144,0.0015343,0.00081054,-1.1866e-05,0.0010524,0.0008853,0.00091581,0.001083,0.0010407,0.00067361,0.0035413000000000003,0.00084423,0.0010023,0.0010525999999999999,0.00094851,0.00042266,0.0010094,0.00098329,0.00050923,0.0016317,0.00080198,0.00048728,0.00078381,0.0011868,8.137300000000001e-06,0.0012902,0.0010902999999999998,5.4473000000000005e-05,0.00094776,0.0011853,0.0001113,0.00046396,0.0008658999999999999,0.00091145,0.00097446,0.00078508,0.0013300999999999999,0.0011994999999999998,0.00080477,0.0014454000000000001,0.000556,0.0012385999999999999,0.00023491,0.001067,0.0018598,0.00061243,0.00067416
2644,0.0019079000000000001,0.000752,0.00021315,0.0024066999999999995,0.0019018000000000001,0.0032375,0.0024026,0.0029572,0.0026114999999999997,0.0020999,0.0018046,-0.00017643,0.0019222000000000002,0.00093437,0.0021726,0.0010542,0.00078029,0.0010954,0.0025331999999999998,0.00050316,0.00073976,0.0022819000000000003,0.0028002,0.0010255000000000002,0.00072393,0.00032494,0.0010661,0.0017170000000000002,0.0028071999999999997,0.0004231,0.0025014,0.0013241,0.00033765,0.0026945999999999997,0.0023638,-0.00026361,0.0017687999999999998,0.0019460999999999999,-3.8485e-05,0.0010035999999999999,0.0029839000000000003,0.0023420999999999997,0.0018724,0.00039989,0.005222,0.0020741,0.0027499000000000004,0.0015757999999999998,0.0010687000000000001,0.001228,0.00018585,0.00097776,0.0016535999999999999,0.00090962,0.00038393
1940,0.0025315999999999997,0.0021138000000000003,0.00084984,0.0022513999999999998,0.0030276,0.0018704000000000001,0.0021198000000000002,0.0018972000000000001,0.0026794,0.002078,0.0012942000000000001,5.9937e-05,0.0021728999999999997,0.0011857999999999999,0.0015623,0.0017403,0.0019105999999999997,0.0017067,0.0023797,0.0017219999999999998,0.0014197,0.0024971999999999998,0.0018829,0.00076249,0.0045233999999999995,0.0022035999999999996,0.0010345,0.0013859000000000002,0.0025661,0.00029588,0.0017655000000000001,0.0021767,5.2378e-05,0.0024348000000000004,0.0028116,0.00053478,0.0017644000000000002,0.0016591999999999998,0.00049485,0.0010509,0.0022605,0.001125,0.002203,0.0010109,0.001359,0.0026459,0.0014119000000000002,0.0024204,0.00051623,0.0033803000000000006,0.00070181,0.0017570999999999997,0.0019636,0.00047428,0.0016960999999999999
6153_100,0.0026219999999999998,0.0024589000000000004,0.0025859000000000004,0.0018201,0.003486,0.0017527999999999999,0.0022234000000000004,0.0018698,0.0020328,0.0012277999999999998,0.0026789,-7.784899999999999e-05,0.0012394,0.0014939999999999999,0.0009835,0.00082019,0.0016344,0.0031901,0.0045233,0.0017102999999999999,0.0019122,0.0024697,0.00085526,0.0015004,0.0036941,0.0012917999999999998,0.0013447,0.00076524,0.00078892,0.0006024,0.0019816,0.0017596,-0.00013261,0.0032093000000000004,0.0028584,-0.00015431,0.0015630000000000002,0.0030531,3.4627e-06,0.0014901,0.00026576,0.00017184,0.00066905,0.00094342,0.0018719000000000001,0.0022247,0.002334,0.0028918000000000004,0.00053116,0.0010873,0.00024081,0.0033313,0.0033343000000000005,0.0011788,0.0005023
5119_irnt,0.00077699,0.0025433000000000005,0.00046823,0.0028791,0.0014975,0.00055727,0.0015344000000000002,0.0019579000000000003,0.0010791,0.0019205,0.0012441,-0.00018845,0.0011043,0.0022289000000000002,0.001179,0.0015457000000000001,0.0011181,0.00070241,0.0016328,0.00037539,0.0023491,0.0016367,0.00039765,0.00038375,0.0017980999999999997,8.2159e-05,0.000364,0.00047739,0.00042645,0.00099103,0.00041574,0.0026209,0.00016136,0.0014533,0.0014234000000000002,9.016e-05,0.00029695,0.00012864,-0.00039985,0.00071362,0.00044611,-0.00022261,0.0015023,0.00020665,0.0011897000000000001,0.00039139,0.0015681,0.0017550999999999999,0.002207,0.00068541,-0.00015034,0.00018857,0.00075288,0.00088241,0.0012896
30510_irnt,0.0019711999999999998,0.001314,0.000807,0.0013652999999999998,0.0017689,0.0005745,0.00064288,0.0014274000000000001,0.00092801,0.0011199,0.00085292,5.9366999999999996e-05,0.0014740999999999999,0.00058998,0.00083807,0.00080761,0.0011097000000000001,0.0013082,0.0014839,0.0010635999999999998,0.0011015999999999999,0.0014557,0.0014506999999999999,0.00061329,0.0012155999999999998,0.00072017,0.0004364,0.0012135,0.00090103,0.00036837,0.0012418,0.0012132999999999998,0.00027651,0.00075452,0.0011173,0.00015898,0.00087349,0.0011272,0.00031452,0.00087899,0.0010763,0.0012294,0.00091113,0.0008557,0.0013354,0.0010447000000000002,0.00069056,0.0014482999999999998,0.00032193,0.0012854000000000001,0.00030279,0.0018079,0.0016090999999999998,0.00031733,0.0010972000000000002
1970,0.0026,0.0017,0.0014,0.002,0.002,0.0012,0.0025,0.0018,0.0027,0.0027,0.0019,0.0001,0.0022,0.001,0.0021,0.001,0.0019,0.002,0.0022,0.002,0.0014,0.0015,0.0032,0.0012,0.0041,0.0016,0.0006,0.0018,0.0027,0.0005,0.0016,0.0026,0.0004,0.0024,0.002,0.0007,0.0018,0.0025,0.0002,0.0013,0.0019,0.0017,0.0023,0.002,0.0017,0.0033,0.0017,0.0026,0.0015,0.002,0.0009,0.0028,0.0027,0.0005,0.0015
2867_irnt,-0.00027544,0.00097891,0.0013682,0.0011981,0.0014636,0.00038616,0.0026569000000000002,0.0013448,0.0021969999999999997,0.0021844,0.002114,-4.0945e-05,0.0018241,0.00083365,0.0022845,0.00051251,0.00080936,0.0014322,0.001784,0.00050533,0.0010000999999999999,0.0014811,0.0010627,3.2001999999999996e-05,0.00053596,0.00023818,0.0003035,0.00047582,0.00095263,0.00074509,-8.675299999999999e-05,0.00090751,0.00045321,0.0012109999999999998,0.00075582,6.6926999999999995e-06,0.0010286,0.0012093,-0.00015115,0.0012368000000000001,0.00085815,-0.00013218,0.00062222,0.0011151,0.00015475,0.001948,0.0017549,0.0017457,0.00047599,0.0012438,-0.00036968,-6.918600000000001e-07,0.0026285999999999996,0.00025752,0.00060781
1200,0.0014409000000000002,0.00092277,0.00063465,0.001248,0.0016420999999999999,0.00118,0.0012341,0.0010087,0.0014131999999999999,0.0011485999999999998,0.0010812999999999999,4.7246e-05,0.0012462,0.00069574,0.00070912,0.00077317,0.0010929,0.00085602,0.0014294,0.0010387,0.00043062,0.0014027999999999998,0.0011305999999999998,0.00049633,0.0013875,0.0010282,0.00034938,0.0008775,0.0011726,0.00040696,0.0010016,0.0015728,9.089100000000001e-05,0.00098593,0.0010975,0.00020607,0.00098143,0.0012452,0.00031835,0.001126,0.0012229,0.00063657,0.00066115,0.00042045,0.0012093,0.0018347,0.00042849,0.0014786,0.00053379,0.0015959000000000001,5.6936000000000005e-05,0.0010787000000000001,0.0013368,0.00040834,0.00062824
2385,0.0018756,0.0011495,0.00078845,0.0013894,0.0011554,0.00053801,0.0012968,0.0013277999999999999,0.0013014,0.00087379,0.00023765,-4.0889e-06,0.0011363,0.001008,0.00037997,1.1120999999999999e-05,0.00079725,0.0018989,0.0015839,0.0017729,0.00055626,0.00096526,0.0014365,0.00070949,0.00071849,0.001117,0.00061062,0.00071618,0.0018534000000000003,0.00048874,0.0013950999999999998,0.0013657,0.00015201,0.0017104,0.001051,-3.8286e-05,0.0011444,0.0016399000000000001,0.00018196,1.9128e-05,0.00026756,0.00032979,0.00059869,0.00099605,0.00099703,0.0012468,0.00085007,0.0020133,0.00088818,0.00098592,0.00026981,0.0015849,0.0023396999999999997,0.00068414,0.00086262
20499,0.0022888,0.0032736999999999996,0.0018107,0.0018585999999999997,0.0037426,0.0021265999999999998,0.0020639,0.00013316,0.0015624,0.0018671,0.00094404,0.00072413,0.0020078,0.0014993,0.0010694,0.0013322000000000002,0.0024469,0.0021928,0.0028886999999999997,0.001709,0.0013749,0.0015360999999999999,0.0017147000000000002,0.00014848,0.0012033,0.0010782,0.00090574,0.0018747,0.0020437000000000003,0.00027299,0.00065326,0.0026839000000000003,-1.1307999999999999e-05,0.0009212999999999999,0.0023254,0.00084019,0.0013067,0.0012094,0.00066416,0.00067594,0.001593,0.0019452999999999999,0.0018167,0.0012885,0.0010532999999999999,0.0030199000000000003,0.00039408,0.0011777,0.00030431,0.0035075,-5.646399999999999e-05,0.0012678,0.0021344999999999997,0.00034965,0.0014740999999999999
4526,0.0014991,0.0006195,0.0012192,0.0010562000000000002,0.0013594000000000002,0.00094061,0.00089826,0.0011565999999999998,0.0018191,0.00091014,0.001078,0.00017739,0.00054246,0.00069286,0.0012423,0.0013679,0.00090814,0.00025338,3.3421e-05,0.0013785,0.0014950999999999999,0.00048122,0.0018725000000000002,0.00062645,0.00057266,0.00097261,0.00048817,0.0010712,0.0012905,-6.3489e-05,0.0013919,0.00090511,0.00023799,0.0015140000000000002,0.00048933,2.7183e-05,0.00080089,0.00044151,-1.4893e-05,0.00019817,0.0017346,0.00047938,0.0010887,0.00088287,0.0008395,0.002317,0.0013712,0.0019722999999999997,0.0008682000000000001,0.0017585,0.00043186,0.0013130000000000001,0.0012148,0.00015642,0.00053578
20536_0,0.0010574999999999998,0.0030018,0.0019257000000000002,0.0014129000000000001,0.0043926,0.00070508,-0.00048855,0.0033233000000000004,0.0011661,0.0026836,0.0023182,0.00087485,0.0015607000000000002,0.0018896000000000002,0.0020214,-0.00023218,0.0011935000000000001,0.0031146999999999998,0.0016672,0.0007741,0.0021396,0.0033817,0.0025981999999999997,0.0012337,0.0031279,0.0010086000000000001,-0.00027155,0.00076164,0.0012394,0.0013681,0.0023912,-0.00028999,0.0012893,-0.00011973,0.0007242,-0.00014068,0.0023638,0.0025103,-0.00025762,0.002841,-0.00040339,-2.3621e-05,0.00046186,0.0017942999999999998,0.0021943,0.0017048999999999999,0.0025866,0.00066007,0.0016757999999999999,0.0036184,0.00056362,0.0045143,0.0010895999999999998,4.2775e-05,0.0021348
5104_irnt,0.0011699000000000002,0.0016983,0.0017333,5.623e-05,0.002055,-4.5543e-05,0.00078767,0.00045219,0.0002501,0.00020629,0.00077615,-0.00032713,0.00036105,0.0013654000000000001,0.00031604,-5.6316e-05,6.9795e-05,0.00050498,0.0030989999999999998,0.00091721,0.00091883,0.0028339000000000003,0.0013978,0.0010023999999999999,0.0007622999999999999,0.0021642,0.00065458,-8.7645e-06,0.0005332000000000001,-0.00062575,0.0017621,0.0021847,-0.00055694,0.0021079999999999996,0.00078431,5.149e-05,0.0011312000000000002,0.0016804000000000003,-0.00053553,0.0012845,0.00098915,0.00014644,0.0012530999999999998,0.0019121,0.00095685,0.00068191,0.00071487,0.0020393,0.00069048,0.0012606,-0.00053165,0.00060945,0.0024453000000000005,-0.00059451,0.0010834000000000002
2000,0.0023981,0.0018271000000000001,0.0010368,0.0011478,0.0024434,0.0015646,0.0016399000000000001,0.0015955,0.0021255,0.0015809,0.0014526,8.3173e-05,0.0015626,0.0010009,0.0016262,0.0013737999999999999,0.0019655000000000002,0.0025535,0.0017284000000000002,0.0015024,0.0012265999999999998,0.0011073,0.0016101,0.00070715,0.0030973000000000003,0.0015888,0.00070529,0.0012334000000000002,0.0019326,0.00067831,0.0011825999999999998,0.0014274000000000001,0.00055659,0.0026796,0.0022687,0.00041392,0.001255,0.0018035999999999998,0.00021834,0.0013725999999999999,0.0016752,0.00098664,0.0011396,0.001072,0.0010933,0.0019425999999999998,0.00083618,0.002207,0.00064251,0.002334,0.00016356,0.0015219,0.0019549,0.00064991,0.0013944
4968,0.0031845,0.0028276,0.001265,-0.00055919,0.0038082999999999997,0.0028891,0.0033963,0.0037497,0.0060043,0.001784,0.0019335,-0.00058388,0.00080945,0.0021713,0.0019608,0.0032515,0.0031065999999999997,0.00080755,0.0020395,0.0030061,0.0015824,0.00048302,0.0030256,0.0028206999999999998,0.0019071,0.0022958,0.0010479,0.00095092,0.0029706,-0.00047158,0.0010922,0.0025815,0.00033384,0.0016079,0.0046809,9.9729e-05,0.0037895000000000003,0.0054158,-0.00043172,0.0035196999999999997,0.0013323,0.0034454,0.00088985,0.00084262,0.00022864,0.0038685000000000004,0.0036082,0.0020451,0.00030812,0.0026768,0.00045782,0.0025234000000000003,0.003123,0.00099451,0.0010054999999999999
4598,0.0029,0.0031,0.001,0.0021,0.0023,0.0014,0.0019,0.0018,0.0041,0.0016,0.0014,0.0001,0.0011,0.001,0.0001,0.0018,0.0019,0.0013,0.0023,0.0015,0.0023,0.0009,0.0018,0.0008,0.0015,0.0013,0.0004,-0.0005,0.0017,0.0005,0.0012,0.0012,0.0004,0.0013,0.001,0.0004,0.0017,0.0017,-0.0002,0.0019,0.0008,0.0006,0.0026,0.0016,0.0012,0.0027,0.0013,0.0026,0.0006,0.0036,0.0003,0.0016,0.0017,0.0006,0.0023
135,0.0015392000000000001,0.0012380999999999998,0.0010960000000000002,0.00097565,0.00081086,0.0017742,0.00099626,0.00093429,0.00097838,0.00070194,0.0014568,0.00026880000000000003,0.0014229000000000002,0.00055805,0.00047133,0.00091052,0.00085005,0.0011710000000000002,0.0015537,0.0014793,0.0008051,0.00092017,0.00069308,0.00028692,0.0013249,0.00099255,0.00011943,0.00073419,0.00078489,0.00010615,0.0005645,0.0006724999999999999,-9.1488e-06,0.0014494999999999998,0.0014039000000000002,8.4049e-05,0.0007997000000000001,0.0014076,-1.4143e-05,0.00066833,0.001465,0.00030613,0.00044697,0.00025255,0.00069309,0.0013859999999999999,0.0011461,0.0018331,0.00035321,0.0016282,-3.2796e-05,0.0014540999999999998,0.0020387,0.00017484,0.0009326
22146_irnt,0.00092453,0.0010164,0.00021942,0.0016019000000000003,0.0034018,0.0011914999999999999,0.00031957,0.0011052,-0.0030093000000000003,0.0037738,0.00443,-0.0007901,0.0087609,0.00034722,0.0016732,-0.00061492,0.0021432,0.00072723,-0.0023898000000000005,-0.0014135,0.0035001999999999993,-0.0017492999999999999,-0.0022099,0.0019669,0.00077485,0.0017423999999999999,0.00090221,-0.0001836,0.0034561999999999996,-0.00042589,-0.00085106,0.0026529,-0.0017582000000000001,0.00079971,0.0029414000000000003,0.0016715,0.0051913,0.0004663,0.0021061,0.0020116,0.00099819,-0.00031356,0.00043049,0.0021324,5.999199999999999e-06,0.0014929000000000001,4.5685e-05,0.0011353,-0.00021521,0.00022597,0.00015746,0.00066669,-0.00082148,-0.00043410000000000003,-0.0009551000000000001
1950,0.0021,0.0024,0.001,0.0011,0.0019,0.0006,0.0019,0.0015,0.001,0.0018,0.0016,0.0002,0.0014,0.0012,0.0016,0.0012,0.0017,0.0019,0.002,0.0013,0.0018,0.0013,0.0018,0.0008,0.0031,0.0016,0.0009,0.0021,0.0026,0.0008,0.001,0.0012,0.0003,0.0015,0.0027,0.0007,0.0019,0.0015,0.0003,0.0013,0.0017,0.0011,0.0017,0.0012,0.0012,0.0016,0.001,0.003,0.0002,0.002,0.0005,0.0017,0.0013,0.0005,0.0014
2090,0.0023398000000000004,0.0027515,0.0015774,0.0013882,0.0027568000000000002,0.001196,0.0019952999999999998,0.0016329,0.0019887,0.0022381,0.0012895,5.9847000000000005e-06,0.0016767,0.00095745,0.0015452999999999999,0.0013657,0.0016284000000000003,0.0019495,0.0021861999999999997,0.0020266,0.0010922,0.0015044000000000001,0.0019774000000000003,0.00081182,0.0015609000000000003,0.0018049,0.00058593,0.0019061,0.0016468,0.00061819,0.00073654,0.0024581,0.00029537,0.0018637,0.0026379000000000003,0.00041662,0.0010972999999999998,0.0014299000000000002,0.00029489,0.00079983,0.0026315,0.0013378,0.0014763,0.0006441,0.0011120999999999998,0.0034138000000000007,0.00041226,0.0009517000000000001,0.00078249,0.003187,5.8635e-05,0.0015967000000000002,0.0018151,0.00015298,0.0012722999999999999
20416,0.0020261,0.00059899,0.00057787,0.0013049000000000001,0.0012823,0.0010304000000000001,0.00099249,0.0016405999999999999,0.00098425,0.0009355,0.00079727,-0.00010229,0.0018725000000000002,0.0011603,0.0018227999999999999,-0.00032998,0.0019927,0.0011243,0.00099971,0.00061124,0.00022091,0.0011462999999999998,0.00057506,0.00023559,0.00057491,0.00059935,0.00067521,0.0011668,0.0010919,0.00030617,0.0005186,0.001448,0.00042621,0.0017518,0.0017599,0.00021216,0.00029571,0.0015271,0.00017734,0.00050493,0.00057601,0.00090836,0.00086389,0.0013739000000000002,7.264399999999999e-05,0.0012088,0.0013634,0.0025838000000000002,0.00096171,0.00061919,-0.00015464,0.00059795,0.0014015999999999998,0.00046273,0.00071626
